,MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT
379,2018-01-31,ASCServices,OSTEOPATH,Payer H,853
380,2018-01-31,ASCServices,PAIN MANAGEMENT,Payer CA,461
381,2018-01-31,ASCServices,PAIN MANAGEMENT,Payer F,2347
382,2018-01-31,ASCServices,PAIN MANAGEMENT,Payer O,314
383,2018-01-31,ASCServices,Pain Management,Payer S,1650
384,2018-01-31,ASCServices,PAIN MANAGEMENT,Payer W,149
385,2018-01-31,ASCServices,Pathology,Payer B,395
386,2018-01-31,ASCServices,PATHOLOGY,Payer CA,198
387,2018-01-31,ASCServices,PATHOLOGY,Payer F,2263
388,2018-01-31,ASCServices,PATHOLOGY,Payer O,480
389,2018-01-31,ASCServices,PEDANE,Payer W,65
390,2018-01-31,ASCServices,Pediatrics - Anesthesiology,Payer S,76
391,2018-01-31,ASCServices,PHYS MEDICINE REHAB,Payer F,210
392,2018-01-31,ASCServices,PHYSICAL MEDICINE & REHAB,Payer CO,319
393,2018-01-31,ASCServices,Physical Medicine & Rehabilitation,Payer S,303
394,2018-01-31,ASCServices,Physical Therapy,Payer UN,562
395,2018-01-31,ASCServices,PLASTIC SURGERY,Payer F,2119
396,2018-01-31,ASCServices,PODIATRY,Payer B,501
397,2018-01-31,ASCServices,Radiology,Payer S,95
398,2018-01-31,ASCServices,SPTMED,Payer W,264
399,2018-01-31,ASCServices,Surgery - Hand,Payer S,722
400,2018-01-31,ASCServices,SURGICAL CENTER,Payer H,7830
401,2018-01-31,ASCServices,UROGYNECOLOGY,Payer F,1425
402,2018-01-31,ASCServices,Urology,Payer B,856
403,2018-01-31,ASCServices,UROLOGY,Payer F,689
404,2018-01-31,ASCServices,UROLOGY,Payer O,365
405,2018-01-31,ASCServices,Urology,Payer UN,474
406,2018-01-31,ASCServices,VISION,Payer F,508
407,2018-01-31,ASCServices,X - Technician/Technologist - Optician,Payer S,35
408,2018-01-31,ERServices,,Payer F,648
409,2018-01-31,ERServices,,Payer H,13766
410,2018-01-31,ERServices,ADVANCED RN PRACT,Payer CA,340
411,2018-01-31,ERServices,ANESTHESIOLOGY,Payer CA,226
412,2018-01-31,ERServices,ANESTHESIOLOGY,Payer W,356
413,2018-01-31,ERServices,ARNP,Payer CA,446
414,2018-01-31,ERServices,CARD ELECTROPHYSIOLO,Payer CA,8
415,2018-01-31,ERServices,CARDIAC ELECTROPHYSIOLOGY,Payer O,9
416,2018-01-31,ERServices,CARDIAC ELECTROPHYSIOLOGY,Payer W,10
417,2018-01-31,ERServices,CARDIOLOGY,Payer CA,121
418,2018-01-31,ERServices,CARDIOLOGY,Payer CO,7
419,2018-01-31,ERServices,CARDIOLOGY,Payer F,890
420,2018-01-31,ERServices,CARDIOLOGY,Payer O,729
421,2018-01-31,ERServices,Cardiology,Payer UN,7
422,2018-01-31,ERServices,CARDIOLOGY,Payer W,603
423,2018-01-31,ERServices,Cardiology/Cardiovascular Disease,Payer B,11
424,2018-01-31,ERServices,CARDIOTHORACIC SURGERY,Payer F,72
425,2018-01-31,ERServices,Cardiovascular Medicine,Payer S,55
426,2018-01-31,ERServices,CARDIOVASCULAR SURGERY,Payer CA,115
427,2018-01-31,ERServices,CARDIOVASCULAR SURGERY,Payer CO,17
428,2018-01-31,ERServices,CLINIC,Payer CA,54
429,2018-01-31,ERServices,CLINIC,Payer CO,287
430,2018-01-31,ERServices,CLMIS,Payer CO,150
431,2018-01-31,ERServices,CRITICAL ACCESS,Payer W,0
432,2018-01-31,ERServices,DIAG X-RAY CLINIC,Payer H,915
433,2018-01-31,ERServices,DIAGNOSTIC RADIOLOGY,Payer CA,341
434,2018-01-31,ERServices,DIAGNOSTIC RADIOLOGY,Payer CO,171
435,2018-01-31,ERServices,ElectroPhysiologic Study,Payer CA,41
436,2018-01-31,ERServices,EMERGENCY MEDICINE,Payer CO,1127
437,2018-01-31,ERServices,EMERGENCY MEDICINE,Payer F,31385
438,2018-01-31,ERServices,EMERGENCY MEDICINE,Payer O,8534
439,2018-01-31,ERServices,Emergency Medicine,Payer S,1135
440,2018-01-31,ERServices,Emergency Medicine,Payer UN,1221
441,2018-01-31,ERServices,"Emergency Medicine, General Practice",Payer B,1622
442,2018-01-31,ERServices,EMERGENCY ROOM,Payer CA,8394
443,2018-01-31,ERServices,EMERGENCY ROOM,Payer W,2793
444,2018-01-31,ERServices,ENT,Payer F,56
445,2018-01-31,ERServices,FAMILY NURSE PRACTIONER,Payer CA,181
446,2018-01-31,ERServices,FAMILY PRACTICE,Payer B,416
447,2018-01-31,ERServices,FAMILY PRACTICE,Payer CA,420
448,2018-01-31,ERServices,FAMILY PRACTICE,Payer F,2817
449,2018-01-31,ERServices,FAMILY PRACTICE,Payer O,820
450,2018-01-31,ERServices,Family Practice,Payer S,84
451,2018-01-31,ERServices,FAMILY PRACTICE,Payer W,1129
452,2018-01-31,ERServices,GASTROENTEROLOGY,Payer CA,218
453,2018-01-31,ERServices,GASTROENTEROLOGY,Payer F,605
454,2018-01-31,ERServices,GENERAL PRACTICE,Payer CA,663
455,2018-01-31,ERServices,GENERAL PRACTICE,Payer F,1751
456,2018-01-31,ERServices,GENERAL PRACTICE,Payer O,101
457,2018-01-31,ERServices,GENERAL PRACTICE,Payer W,375
458,2018-01-31,ERServices,GENERAL SURGERY,Payer CA,239
459,2018-01-31,ERServices,GENERAL SURGERY,Payer F,342
460,2018-01-31,ERServices,GENERAL SURGERY,Payer O,276
461,2018-01-31,ERServices,HOSPICE,Payer F,417
462,2018-01-31,ERServices,HOSPITAL,Payer CA,21855
463,2018-01-31,ERServices,HOSPITAL,Payer CO,3992
464,2018-01-31,ERServices,HOSPITAL,Payer H,52600
465,2018-01-31,ERServices,Hospital,Payer UN,2244
466,2018-01-31,ERServices,HOSPITAL,Payer W,7319
467,2018-01-31,ERServices,HOSPITAL ACUTE CARE,Payer B,2291
468,2018-01-31,ERServices,HOSPITALIST,Payer F,742
469,2018-01-31,ERServices,Hospitalist,Payer S,630
470,2018-01-31,ERServices,HOSPITALIST,Payer W,389
471,2018-01-31,ERServices,Internal Medicine,Payer B,146
472,2018-01-31,ERServices,INTERNAL MEDICINE,Payer CA,596
473,2018-01-31,ERServices,INTERNAL MEDICINE,Payer CO,62
474,2018-01-31,ERServices,INTERNAL MEDICINE,Payer F,2098
475,2018-01-31,ERServices,INTERNAL MEDICINE,Payer O,1254
476,2018-01-31,ERServices,Internal Medicine,Payer S,169
477,2018-01-31,ERServices,Internal Medicine,Payer UN,224
478,2018-01-31,ERServices,Internal Medicine - Cardiovascular Disease	,Payer S,7
479,2018-01-31,ERServices,INTERVENTIONAL CARDIOLOGY,Payer CA,10
480,2018-01-31,ERServices,INTERVENTIONAL CARDIOLOGY,Payer F,171
481,2018-01-31,ERServices,INTERVENTIONAL CARDIOLOGY,Payer O,515
482,2018-01-31,ERServices,INTERVENTIONAL RADIOLOGY,Payer CA,358
483,2018-01-31,ERServices,INTERVENTIONAL RADIOLOGY,Payer F,2108
484,2018-01-31,ERServices,INTERVENTIONAL RADIOLOGY,Payer O,1063
485,2018-01-31,ERServices,LABORATORY,Payer W,0
486,2018-01-31,ERServices,MEDICAL DOCTOR,Payer H,20846
487,2018-01-31,ERServices,MEDICAL SUPPLIER (DME),Payer F,195
488,2018-01-31,ERServices,MEDICAL SUPPLIER (DME),Payer O,52
489,2018-01-31,ERServices,MULT,Payer CA,136
490,2018-01-31,ERServices,NEURA,Payer CO,255
491,2018-01-31,ERServices,NEUROLOGY,Payer CA,297
492,2018-01-31,ERServices,NEUROLOGY,Payer W,23
493,2018-01-31,ERServices,NEURORADIOLOGY,Payer CA,10
494,2018-01-31,ERServices,NEURORADIOLOGY,Payer F,48
495,2018-01-31,ERServices,NUCLEAR MEDICINE,Payer CA,14
496,2018-01-31,ERServices,NUCLEAR MEDICINE,Payer F,103
497,2018-01-31,ERServices,NURSE PRACTITIONER,Payer CA,761
498,2018-01-31,ERServices,NURSE PRACTITIONERS,Payer H,661
499,2018-01-31,ERServices,OBSTETRICS & GYNECOLOGY,Payer F,973
500,2018-01-31,ERServices,ONCOLOGY,Payer F,391
501,2018-01-31,ERServices,ONCOLOGY,Payer O,137
502,2018-01-31,ERServices,ORTHOPEDIC SURGERY,Payer F,418
503,2018-01-31,ERServices,OSTEOPATH,Payer H,1278
504,2018-01-31,ERServices,OUT,Payer F,117263
505,2018-01-31,ERServices,OUT,Payer O,47411
506,2018-01-31,ERServices,PATHOLOGY,Payer CA,245
507,2018-01-31,ERServices,Pathology,Payer S,0
508,2018-01-31,ERServices,PATHOLOGY,Payer W,0
509,2018-01-31,ERServices,Pathology - Anatomic Pathology & Clinical Patholog,Payer S,123
510,2018-01-31,ERServices,PEDIATRICS,Payer F,406
511,2018-01-31,ERServices,Pediatrics,Payer S,243
512,2018-01-31,ERServices,PHYSICIAN ASSISTANT,Payer CO,426
513,2018-01-31,ERServices,PHYSICIAN ASSISTANT,Payer H,794
514,2018-01-31,ERServices,Physician Assistant,Payer S,501
515,2018-01-31,ERServices,PHYSICIAN'S ASSISTANT,Payer CA,2239
516,2018-01-31,ERServices,Psychiatry,Payer B,207
517,2018-01-31,ERServices,RADIOL,Payer W,1288
518,2018-01-31,ERServices,Radiology	,Payer S,20
519,2018-01-31,ERServices,Radiology,Payer B,332
520,2018-01-31,ERServices,RADIOLOGY,Payer CA,1926
521,2018-01-31,ERServices,RADIOLOGY,Payer CO,1161
522,2018-01-31,ERServices,RADIOLOGY,Payer F,7828
523,2018-01-31,ERServices,RADIOLOGY,Payer O,1256
524,2018-01-31,ERServices,Radiology,Payer S,577
525,2018-01-31,ERServices,Radiology,Payer UN,1682
526,2018-01-31,ERServices,RADIOLOGY,Payer W,1304
527,2018-01-31,ERServices,Radiology (Diagnostic),Payer UN,253
528,2018-01-31,ERServices,Radiology - Diagnostic,Payer S,604
529,2018-01-31,ERServices,RESIDENT,Payer CA,0
530,2018-01-31,ERServices,RHEUMATOLOGY,Payer CA,13
531,2018-01-31,ERServices,Surgery - Cardiovascular,Payer S,7
532,2018-01-31,ERServices,Surgery - General,Payer S,145
533,2018-01-31,ERServices,UROLOGY,Payer O,209
534,2018-01-31,ERServices,VASCULAR & INTERVENTIONAL RADIOLOGY,Payer F,11
535,2018-01-31,ERServices,VASCULAR SURGERY,Payer F,38
536,2018-01-31,ERServices,VASCULAR SURGERY,Payer O,39
537,2018-01-31,InpatientServices,,Payer F,5450
538,2018-01-31,InpatientServices,,Payer H,39089
539,2018-01-31,InpatientServices,ADVANCED RN PRACT,Payer CA,1082
540,2018-01-31,InpatientServices,ALLERGY & IMMUNOLOGY,Payer F,494
541,2018-01-31,InpatientServices,ALLERGY & IMMUNOLOGY,Payer O,612
542,2018-01-31,InpatientServices,ALLERGY / IMMUNOLOGY,Payer CA,19
543,2018-01-31,InpatientServices,ANATOM,Payer W,41
544,2018-01-31,InpatientServices,ANES ASSIST,Payer CA,541
545,2018-01-31,InpatientServices,ANESTHESIOLOGIST,Payer H,2432
546,2018-01-31,InpatientServices,ANESTHESIOLOGY,Payer CA,2560
547,2018-01-31,InpatientServices,ANESTHESIOLOGY,Payer CO,1432
548,2018-01-31,InpatientServices,ANESTHESIOLOGY,Payer F,9307
549,2018-01-31,InpatientServices,ANESTHESIOLOGY,Payer O,6380
550,2018-01-31,InpatientServices,Anesthesiology,Payer S,400
551,2018-01-31,InpatientServices,Anesthesiology,Payer UN,1381
552,2018-01-31,InpatientServices,ANESTHESIOLOGY,Payer W,1435
553,2018-01-31,InpatientServices,ARNP,Payer CA,1338
554,2018-01-31,InpatientServices,AUDIOLOGY,Payer O,173
555,2018-01-31,InpatientServices,CARD ELECTROPHYSIOLO,Payer CA,1649
556,2018-01-31,InpatientServices,CARDE,Payer CO,1168
557,2018-01-31,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer F,1204
558,2018-01-31,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer O,419
559,2018-01-31,InpatientServices,CARDIAC ELECTROPHYSIOLOGY,Payer W,1273
560,2018-01-31,InpatientServices,CARDIOLOGY,Payer CA,4121
561,2018-01-31,InpatientServices,CARDIOLOGY,Payer CO,304
562,2018-01-31,InpatientServices,CARDIOLOGY,Payer F,13690
563,2018-01-31,InpatientServices,CARDIOLOGY,Payer O,5691
564,2018-01-31,InpatientServices,Cardiology,Payer UN,779
565,2018-01-31,InpatientServices,CARDIOLOGY,Payer W,3440
566,2018-01-31,InpatientServices,Cardiology/Cardiovascular Disease,Payer B,143
567,2018-01-31,InpatientServices,CARDIOTHORACIC SURGE,Payer CA,271
568,2018-01-31,InpatientServices,CARDIOTHORACIC SURGERY,Payer F,6643
569,2018-01-31,InpatientServices,CARDIOTHORACIC SURGERY,Payer O,1248
570,2018-01-31,InpatientServices,Cardiovascular Medicine,Payer S,754
571,2018-01-31,InpatientServices,CARDIOVASCULAR SURGERY,Payer CA,2029
572,2018-01-31,InpatientServices,CARDIOVASCULAR SURGERY,Payer CO,608
573,2018-01-31,InpatientServices,CERT FIRST ASSISTANT,Payer CA,0
574,2018-01-31,InpatientServices,CLMIS,Payer CO,1357
575,2018-01-31,InpatientServices,COLON / RECTAL SURGERY,Payer CA,566
576,2018-01-31,InpatientServices,COLON / RECTAL SURGERY,Payer W,1060
577,2018-01-31,InpatientServices,COLORECTAL SURGERY,Payer F,639
578,2018-01-31,InpatientServices,COLORECTAL SURGERY,Payer O,1838
579,2018-01-31,InpatientServices,COVERING PHYSICIAN,Payer CA,0
580,2018-01-31,InpatientServices,CRITICAL ACCESS,Payer W,2496
581,2018-01-31,InpatientServices,CRITICAL CARE,Payer CA,2109
582,2018-01-31,InpatientServices,CRITICAL CARE,Payer F,2187
583,2018-01-31,InpatientServices,CRITICAL CARE,Payer O,463
584,2018-01-31,InpatientServices,CRITICAL CARE,Payer W,796
585,2018-01-31,InpatientServices,Critical Care Medicine,Payer S,644
586,2018-01-31,InpatientServices,CVS,Payer W,2427
587,2018-01-31,InpatientServices,DERMATOLOGY,Payer CA,391
588,2018-01-31,InpatientServices,DERMATOLOGY,Payer F,545
589,2018-01-31,InpatientServices,DERMATOPATHOLOGY,Payer F,13
590,2018-01-31,InpatientServices,DIAG X-RAY CLINIC,Payer H,1522
591,2018-01-31,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer CA,620
592,2018-01-31,InpatientServices,DIAGNOSTIC RADIOLOGY,Payer CO,102
593,2018-01-31,InpatientServices,Doctor of Psychology,Payer UN,0
594,2018-01-31,InpatientServices,DURABLE MED EQT&MED SUPPL/CARDIOLOGIST,Payer CA,133
595,2018-01-31,InpatientServices,ElectroPhysiologic Study,Payer CA,808
596,2018-01-31,InpatientServices,EMERGENCY MEDICINE,Payer CO,377
597,2018-01-31,InpatientServices,EMERGENCY MEDICINE,Payer F,437
598,2018-01-31,InpatientServices,EMERGENCY MEDICINE,Payer O,296
599,2018-01-31,InpatientServices,Emergency Medicine - Emergency Medical Services	,Payer S,45191
600,2018-01-31,InpatientServices,EMERGENCY ROOM,Payer CA,2127
601,2018-01-31,InpatientServices,ENDOCRINOLOGY,Payer CA,537
602,2018-01-31,InpatientServices,ENDOCRINOLOGY,Payer F,1127
603,2018-01-31,InpatientServices,ENDOCRINOLOGY,Payer O,1241
604,2018-01-31,InpatientServices,ENDOCRINOLOGY,Payer W,464
605,2018-01-31,InpatientServices,ENT,Payer CA,299
606,2018-01-31,InpatientServices,ENT,Payer F,1495
607,2018-01-31,InpatientServices,ENT,Payer O,348
608,2018-01-31,InpatientServices,ENT,Payer W,558
609,2018-01-31,InpatientServices,FAMILY NURSE PRACTIONER,Payer CA,70
610,2018-01-31,InpatientServices,FAMILY PRACTICE,Payer CA,2042
611,2018-01-31,InpatientServices,FAMILY PRACTICE,Payer CO,334
612,2018-01-31,InpatientServices,FAMILY PRACTICE,Payer F,14208
613,2018-01-31,InpatientServices,FAMILY PRACTICE,Payer O,1428
614,2018-01-31,InpatientServices,Family Practice,Payer S,194
615,2018-01-31,InpatientServices,Family Practice,Payer UN,1174
616,2018-01-31,InpatientServices,FAMILY PRACTICE,Payer W,762
617,2018-01-31,InpatientServices,GASTROENTEROLOGY,Payer CA,3233
618,2018-01-31,InpatientServices,GASTROENTEROLOGY,Payer CO,1205
619,2018-01-31,InpatientServices,GASTROENTEROLOGY,Payer F,3899
620,2018-01-31,InpatientServices,GASTROENTEROLOGY,Payer O,1698
621,2018-01-31,InpatientServices,Gastroenterology,Payer S,1005
622,2018-01-31,InpatientServices,Gastroenterology,Payer UN,1459
623,2018-01-31,InpatientServices,GASTROENTEROLOGY,Payer W,672
624,2018-01-31,InpatientServices,General Acute Care Hospital	,Payer S,3836
625,2018-01-31,InpatientServices,GENERAL PRACTICE,Payer B,73
626,2018-01-31,InpatientServices,GENERAL PRACTICE,Payer CA,872
627,2018-01-31,InpatientServices,GENERAL PRACTICE,Payer O,223
628,2018-01-31,InpatientServices,GENERAL PRACTICE,Payer W,1776
629,2018-01-31,InpatientServices,GENERAL SPECIALIST,Payer CA,1206
630,2018-01-31,InpatientServices,GENERAL SURGERY,Payer CA,4067
631,2018-01-31,InpatientServices,GENERAL SURGERY,Payer CO,311
632,2018-01-31,InpatientServices,GENERAL SURGERY,Payer F,14349
633,2018-01-31,InpatientServices,GENERAL SURGERY,Payer O,1639
634,2018-01-31,InpatientServices,General Surgery,Payer UN,209
635,2018-01-31,InpatientServices,GENERAL SURGERY,Payer W,1670
636,2018-01-31,InpatientServices,GERIATRICS,Payer CA,807
637,2018-01-31,InpatientServices,GERIATRICS,Payer F,988
638,2018-01-31,InpatientServices,GERIATRICS,Payer O,497
639,2018-01-31,InpatientServices,Geriatrics,Payer S,618
640,2018-01-31,InpatientServices,GERIATRICS,Payer W,515
641,2018-01-31,InpatientServices,GYNECOLOGIC ONCOLOGY,Payer F,172
642,2018-01-31,InpatientServices,HEMATOLOGY,Payer F,316
643,2018-01-31,InpatientServices,HEMATOLOGY,Payer O,345
644,2018-01-31,InpatientServices,HEMATOLOGY,Payer W,377
645,2018-01-31,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer CA,1917
646,2018-01-31,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer CO,250
647,2018-01-31,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer F,5057
648,2018-01-31,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer O,403
649,2018-01-31,InpatientServices,HEMATOLOGY/ONCOLOGY,Payer W,596
650,2018-01-31,InpatientServices,HOSPICE,Payer F,1063
651,2018-01-31,InpatientServices,HOSPICE AND PALLIATIVE CARE,Payer F,398
652,2018-01-31,InpatientServices,HOSPICE AND PALLIATIVE CARE,Payer O,1132
653,2018-01-31,InpatientServices,HOSPITAL,Payer CA,354844
654,2018-01-31,InpatientServices,HOSPITAL,Payer CO,43226
655,2018-01-31,InpatientServices,HOSPITAL,Payer H,185712
656,2018-01-31,InpatientServices,Hospital,Payer UN,13671
657,2018-01-31,InpatientServices,HOSPITAL,Payer W,104702
658,2018-01-31,InpatientServices,HOSPITAL ACUTE CARE,Payer B,2397
659,2018-01-31,InpatientServices,HOSPITALIST,Payer CO,2316
660,2018-01-31,InpatientServices,HOSPITALIST,Payer F,8635
661,2018-01-31,InpatientServices,HOSPITALIST,Payer O,2862
662,2018-01-31,InpatientServices,Hospitalist,Payer S,639
663,2018-01-31,InpatientServices,Hospitalist,Payer UN,934
664,2018-01-31,InpatientServices,HOSPITALIST,Payer W,844
665,2018-01-31,InpatientServices,INDEPENDENT LAB,Payer F,188
666,2018-01-31,InpatientServices,INFECTIOUS DISEASE,Payer F,8537
667,2018-01-31,InpatientServices,INFECTIOUS DISEASE,Payer O,2642
668,2018-01-31,InpatientServices,Infectious Diseases,Payer B,746
669,2018-01-31,InpatientServices,INFECTIOUS DISEASES,Payer CA,2812
670,2018-01-31,InpatientServices,INFECTIOUS DISEASES,Payer CO,462
671,2018-01-31,InpatientServices,Infectious Diseases,Payer S,723
672,2018-01-31,InpatientServices,INFECTIOUS DISEASES,Payer W,1178
673,2018-01-31,InpatientServices,INP,Payer F,2129154
674,2018-01-31,InpatientServices,INP,Payer O,269146
675,2018-01-31,InpatientServices,Internal Medicine,Payer B,1786
676,2018-01-31,InpatientServices,INTERNAL MEDICINE,Payer CA,11719
677,2018-01-31,InpatientServices,INTERNAL MEDICINE,Payer CO,678
678,2018-01-31,InpatientServices,INTERNAL MEDICINE,Payer F,27523
679,2018-01-31,InpatientServices,INTERNAL MEDICINE,Payer O,7860
680,2018-01-31,InpatientServices,Internal Medicine,Payer S,1015
681,2018-01-31,InpatientServices,Internal Medicine,Payer UN,576
682,2018-01-31,InpatientServices,INTERNAL MEDICINE,Payer W,7534
683,2018-01-31,InpatientServices,Internal Medicine - Cardiovascular Disease	,Payer S,745
684,2018-01-31,InpatientServices,Internal Medicine - Clinical Cardiatric Electrophy,Payer S,18
685,2018-01-31,InpatientServices,Internal Medicine - Gastroenterology	,Payer S,569
686,2018-01-31,InpatientServices,Internal Medicine - Interventional Cardiology	,Payer S,1695
687,2018-01-31,InpatientServices,Internal Medicine - Pulmonary Disease	,Payer S,363
688,2018-01-31,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer CA,496
689,2018-01-31,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer F,4801
690,2018-01-31,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer O,1570
691,2018-01-31,InpatientServices,INTERVENTIONAL CARDIOLOGY,Payer W,1225
692,2018-01-31,InpatientServices,INTERVENTIONAL RADIOLOGY,Payer CA,788
693,2018-01-31,InpatientServices,INTERVENTIONAL RADIOLOGY,Payer F,639
694,2018-01-31,InpatientServices,INTERVENTIONAL RADIOLOGY,Payer O,361
695,2018-01-31,InpatientServices,LABORATORY,Payer CA,2001
696,2018-01-31,InpatientServices,LABORATORY,Payer W,408
697,2018-01-31,InpatientServices,MEDICAL DOCTOR,Payer H,51562
698,2018-01-31,InpatientServices,MENTAL HEALTH PROFESSIONAL,Payer F,283
699,2018-01-31,InpatientServices,Multi-Specialty	,Payer S,565
700,2018-01-31,InpatientServices,NEPHROLOGY,Payer CA,3724
701,2018-01-31,InpatientServices,NEPHROLOGY,Payer CO,1891
702,2018-01-31,InpatientServices,NEPHROLOGY,Payer F,5549
703,2018-01-31,InpatientServices,NEPHROLOGY,Payer O,2012
704,2018-01-31,InpatientServices,Nephrology,Payer S,1515
705,2018-01-31,InpatientServices,NEPHROLOGY,Payer W,2201
706,2018-01-31,InpatientServices,NEURA,Payer CO,39
707,2018-01-31,InpatientServices,NEUROLOGICAL SURGERY,Payer CA,888
708,2018-01-31,InpatientServices,NEUROLOGICAL SURGERY,Payer CO,158
709,2018-01-31,InpatientServices,Neurology,Payer B,102
710,2018-01-31,InpatientServices,NEUROLOGY,Payer CA,2472
711,2018-01-31,InpatientServices,NEUROLOGY,Payer CO,1769
712,2018-01-31,InpatientServices,NEUROLOGY,Payer F,8839
713,2018-01-31,InpatientServices,NEUROLOGY,Payer O,1109
714,2018-01-31,InpatientServices,Neurology,Payer S,1199
715,2018-01-31,InpatientServices,Neurology,Payer UN,94
716,2018-01-31,InpatientServices,NEUROLOGY,Payer W,1021
717,2018-01-31,InpatientServices,NEUROPHYSIOLOGY,Payer F,632
718,2018-01-31,InpatientServices,NEUROPSYCHOLOGY,Payer CA,142
719,2018-01-31,InpatientServices,NEURORADIOLOGY,Payer CA,39
720,2018-01-31,InpatientServices,NEURORADIOLOGY,Payer O,18
721,2018-01-31,InpatientServices,NEUROSURGERY,Payer F,6066
722,2018-01-31,InpatientServices,NEUROSURGERY,Payer O,1792
723,2018-01-31,InpatientServices,Neurosurgery,Payer UN,449
724,2018-01-31,InpatientServices,NPACRE,Payer W,163
725,2018-01-31,InpatientServices,NUCLEAR MEDICINE,Payer CA,17
726,2018-01-31,InpatientServices,NUCLEAR MEDICINE,Payer O,76
727,2018-01-31,InpatientServices,NUCRAD,Payer W,11
728,2018-01-31,InpatientServices,NURSE ANESTHETIST,Payer H,1753
729,2018-01-31,InpatientServices,Nurse Anesthetist - Certified Registered	,Payer S,1671
730,2018-01-31,InpatientServices,NURSE PRACTITIONER,Payer CA,1031
731,2018-01-31,InpatientServices,NURSE PRACTITIONER,Payer CO,255
732,2018-01-31,InpatientServices,Nurse Practitioner - Family	,Payer S,363
733,2018-01-31,InpatientServices,NURSE PRACTITIONERS,Payer H,1011
734,2018-01-31,InpatientServices,ONCOLOGY,Payer CA,453
735,2018-01-31,InpatientServices,ONCOLOGY,Payer F,2451
736,2018-01-31,InpatientServices,ONCOLOGY,Payer O,1109
737,2018-01-31,InpatientServices,ONCOLOGY,Payer W,1735
738,2018-01-31,InpatientServices,Oncology & Hematology,Payer UN,70
739,2018-01-31,InpatientServices,ORT,Payer CO,423
740,2018-01-31,InpatientServices,ORTHOPEDIC,Payer CA,0
741,2018-01-31,InpatientServices,ORTHOPEDIC SURGERY,Payer CA,2404
742,2018-01-31,InpatientServices,ORTHOPEDIC SURGERY,Payer CO,1138
743,2018-01-31,InpatientServices,ORTHOPEDIC SURGERY,Payer F,11336
744,2018-01-31,InpatientServices,ORTHOPEDIC SURGERY,Payer O,4877
745,2018-01-31,InpatientServices,Orthopedic Surgery,Payer UN,1698
746,2018-01-31,InpatientServices,ORTHOPEDIC SURGERY,Payer W,1089
747,2018-01-31,InpatientServices,OSTEOPATH,Payer H,1131
748,2018-01-31,InpatientServices,OTHER,Payer CA,834
749,2018-01-31,InpatientServices,Other,Payer UN,20
750,2018-01-31,InpatientServices,PAIN MANAGEMENT,Payer F,1918
751,2018-01-31,InpatientServices,PAIN MANAGEMENT,Payer O,1242
752,2018-01-31,InpatientServices,Pain Management,Payer UN,693
753,2018-01-31,InpatientServices,PAIN MANAGEMENT,Payer W,440
754,2018-01-31,InpatientServices,PATHOLOGY,Payer CA,2032
755,2018-01-31,InpatientServices,PATHOLOGY,Payer CO,816
756,2018-01-31,InpatientServices,PATHOLOGY,Payer F,2490
757,2018-01-31,InpatientServices,PATHOLOGY,Payer O,928
758,2018-01-31,InpatientServices,Pathology,Payer S,340
759,2018-01-31,InpatientServices,Pathology,Payer UN,167
760,2018-01-31,InpatientServices,PATHOLOGY,Payer W,516
761,2018-01-31,InpatientServices,Pathology - Anatomic Pathology	,Payer S,138
762,2018-01-31,InpatientServices,Pathology - Anatomic Pathology & Clinical Patholog,Payer S,348
763,2018-01-31,InpatientServices,PEDIATRIC SURGERY,Payer F,571
764,2018-01-31,InpatientServices,PEDIATRICS,Payer CA,294
765,2018-01-31,InpatientServices,PEDIATRICS,Payer F,477
766,2018-01-31,InpatientServices,Pediatrics - Radiology,Payer S,169
767,2018-01-31,InpatientServices,Pediatrics - Surgery,Payer S,661
768,2018-01-31,InpatientServices,PHYS MEDICINE REHAB,Payer F,1197
769,2018-01-31,InpatientServices,PHYS MEDICINE REHAB,Payer O,640
770,2018-01-31,InpatientServices,PHYSICAL MEDICINE & REHAB,Payer CA,844
771,2018-01-31,InpatientServices,PHYSICAL MEDICINE & REHABILITATION,Payer W,2235
772,2018-01-31,InpatientServices,PHYSICAL THERAPIST,Payer H,301
773,2018-01-31,InpatientServices,PHYSICAL THERAPY,Payer CA,625
774,2018-01-31,InpatientServices,Physical Therapy,Payer UN,0
775,2018-01-31,InpatientServices,PHYSICIAN ASSISTANT,Payer CO,357
